transaction_id,date,region,city,merchant_id,merchant_category,channel,payment_method,customer_segment,acquisition_source,device_type,amount_kzt,is_refunded,is_canceled,delivery_time_hours,suspicious_flag
6022,2024-03-13,Atyrau,Pavlodar,2904,ride_hailing,online_store,wallet,retired,marketplace,android,5120.65,0,0,8.5,0
6023,2024-03-13,Oskemen,Kostanay,2598,food_delivery,online_store,card_kz,salary_worker,referral,android,4114.81,0,0,2.0,0
6024,2024-03-13,Kostanay,Kostanay,2591,food_delivery,marketplace,qr_kaspi,salary_worker,tiktok,web,5229.24,0,0,18.2,0
6025,2024-03-13,Aktobe,Taraz,4840,travel,offline_pos,card_kz,salary_worker,referral,ios,14996.65,0,0,,0
6026,2024-03-13,Almaty,Taraz,1446,ecommerce_general,social_media,card_kz,retired,instagram,android,13726.94,0,0,,0
6027,2024-03-13,Pavlodar,Atyrau,1302,ecommerce_general,marketplace,card_kz,salary_worker,tiktok,android,12017.64,0,0,1.3,0
6028,2024-03-13,Kostanay,Atyrau,3120,grocery,online_store,card_kz,retired,instagram,ios,18419.18,0,0,4.6,0
6029,2024-03-13,Aktobe,Oskemen,2380,ecommerce_general,offline_pos,card_kz,salary_worker,tiktok,unknown,7539.19,0,0,,0
6030,2024-03-13,Taraz,Oskemen,1324,retail_fashion,social_media,qr_kaspi,retired,tiktok,android,5451.01,0,0,,0
6031,2024-03-13,Pavlodar,Pavlodar,1155,ride_hailing,online_store,cash,salary_worker,instagram,android,5430.53,0,0,11.4,0
6032,2024-03-13,Aktobe,Shymkent,2430,grocery,offline_pos,qr_kaspi,entrepreneur,instagram,web,9570.76,0,0,,0
6033,2024-03-13,Atyrau,Shymkent,4064,travel,online_store,cash,salary_worker,tiktok,ios,15644.79,0,0,3.5,0
6034,2024-03-13,Shymkent,Aktobe,1515,ecommerce_general,online_store,card_kz,entrepreneur,instagram,unknown,12162.66,0,0,39.8,0
6035,2024-03-13,Taraz,Almaty,3861,grocery,marketplace,cash,entrepreneur,organic,android,7752.04,0,0,41.6,0
6036,2024-03-13,Almaty,Taraz,2901,ride_hailing,offline_pos,card_kz,salary_worker,tiktok,android,11918.63,0,0,,0
6037,2024-03-13,Taraz,Karaganda,3070,grocery,online_store,qr_kaspi,salary_worker,tiktok,ios,15605.65,0,0,5.9,0
6038,2024-03-13,Almaty,Kostanay,1393,electronics,online_store,card_kz,salary_worker,google_ads,web,7924.05,0,0,8.5,0
6039,2024-03-13,Atyrau,Taraz,1882,travel,marketplace,qr_kaspi,unknown,instagram,android,15932.56,0,0,14.9,0
6040,2024-03-13,Pavlodar,Astana,3282,travel,online_store,card_kz,student,instagram,web,24474.43,0,0,3.5,0
6041,2024-03-13,Oskemen,Shymkent,3420,grocery,offline_pos,card_intl,entrepreneur,referral,web,4676.95,0,0,,0
6042,2024-03-13,Taraz,Aktobe,3598,grocery,marketplace,card_kz,salary_worker,organic,web,10570.13,0,0,32.1,0
6043,2024-03-13,Taraz,Atyrau,2815,education_services,online_store,qr_kaspi,salary_worker,referral,ios,26745.32,0,0,8.9,0
6044,2024-03-13,Oskemen,Kostanay,4606,retail_fashion,online_store,card_kz,retired,referral,android,19293.26,0,1,8.8,0
6045,2024-03-13,Pavlodar,Atyrau,1620,grocery,online_store,qr_kaspi,student,tiktok,ios,6543.61,0,0,0.9,0
6046,2024-03-13,Shymkent,Astana,1421,travel,mobile_app,cash,salary_worker,tiktok,web,9886.22,0,0,1.9,0
6047,2024-03-13,Shymkent,Aktobe,2755,electronics,offline_pos,card_kz,salary_worker,instagram,web,16591.63,0,0,,0
6048,2024-03-13,Pavlodar,Aktobe,4252,retail_fashion,mobile_app,qr_kaspi,salary_worker,tiktok,web,17439.98,0,0,7.1,0
6049,2024-03-13,Astana,Kostanay,1832,electronics,social_media,card_kz,entrepreneur,instagram,web,23593.46,0,0,,0
6050,2024-03-13,Karaganda,Taraz,3968,ecommerce_general,online_store,card_kz,retired,marketplace,android,8044.81,0,0,2.1,0
6051,2024-03-13,Aktobe,Karaganda,3969,digital_services,marketplace,wallet,salary_worker,marketplace,android,27223.16,0,0,12.1,0
6052,2024-03-13,Kostanay,Pavlodar,1332,ecommerce_general,offline_pos,cash,salary_worker,instagram,android,21353.37,0,0,,0
6053,2024-03-13,Taraz,Karaganda,2685,grocery,online_store,card_kz,student,tiktok,ios,4432.4,0,1,9.9,0
6054,2024-03-13,Aktobe,Atyrau,1994,grocery,online_store,card_kz,salary_worker,google_ads,android,7902.6,0,0,7.8,0
6055,2024-03-13,Kostanay,Aktobe,3843,ecommerce_general,online_store,card_kz,salary_worker,instagram,android,11423.43,0,0,2.9,0
6056,2024-03-13,Aktobe,Aktobe,2746,food_delivery,online_store,card_kz,salary_worker,tiktok,android,8257.85,0,0,4.6,0
6057,2024-03-13,Oskemen,Karaganda,1537,travel,online_store,qr_kaspi,entrepreneur,instagram,web,15567.09,1,0,4.0,0
6058,2024-03-13,Astana,Aktobe,1991,digital_services,online_store,qr_kaspi,entrepreneur,instagram,web,8617.94,0,0,28.6,0
6059,2024-03-13,Astana,Karaganda,2557,retail_fashion,social_media,qr_kaspi,salary_worker,google_ads,ios,18643.81,0,0,,0
6060,2024-03-13,Oskemen,Kostanay,2001,food_delivery,social_media,qr_kaspi,student,organic,ios,5831.52,0,0,1.9,0
6061,2024-03-13,Karaganda,Kostanay,3923,food_delivery,social_media,card_kz,retired,referral,unknown,6145.95,0,0,6.0,0
6062,2024-03-13,Kostanay,Atyrau,4628,grocery,social_media,card_intl,student,tiktok,web,8001.49,0,0,,0
6063,2024-03-13,Karaganda,Atyrau,4346,food_delivery,social_media,qr_kaspi,salary_worker,google_ads,web,18042.14,0,0,0.5,0
6064,2024-03-13,Atyrau,Oskemen,3466,food_delivery,social_media,card_kz,student,referral,android,5655.91,0,0,2.3,0
6065,2024-03-13,Kostanay,Karaganda,3835,ride_hailing,online_store,qr_kaspi,retired,referral,web,7889.95,0,0,15.1,0
6066,2024-03-13,Aktobe,Aktobe,4015,ride_hailing,online_store,qr_kaspi,student,referral,ios,13793.96,0,1,6.2,0
6067,2024-03-13,Oskemen,Pavlodar,1114,retail_fashion,mobile_app,wallet,salary_worker,instagram,android,19907.55,0,0,10.1,0
6068,2024-03-13,Shymkent,Pavlodar,1578,healthcare_services,marketplace,card_intl,student,instagram,web,57258.25,0,0,4.1,0
6069,2024-03-13,Pavlodar,Taraz,3433,retail_fashion,offline_pos,wallet,student,instagram,android,11875.1,0,0,,0
6070,2024-03-13,Shymkent,Pavlodar,4364,grocery,social_media,qr_kaspi,entrepreneur,tiktok,ios,8066.1,0,0,,0
6071,2024-03-13,Pavlodar,Kostanay,2853,ride_hailing,offline_pos,qr_kaspi,salary_worker,instagram,android,7440.48,0,0,,0
6072,2024-03-13,Shymkent,Pavlodar,3277,retail_fashion,social_media,qr_kaspi,salary_worker,marketplace,web,26682.37,1,0,,0
6073,2024-03-13,Atyrau,Almaty,3951,ecommerce_general,offline_pos,qr_kaspi,salary_worker,referral,web,11127.17,0,0,,0
6074,2024-03-13,Shymkent,Karaganda,1999,ride_hailing,online_store,qr_kaspi,salary_worker,organic,android,2675.14,0,0,6.0,0
6075,2024-03-13,Atyrau,Taraz,2691,education_services,online_store,card_kz,retired,referral,android,30001.96,0,0,8.4,0
6076,2024-03-13,Taraz,Karaganda,1970,grocery,online_store,cash,salary_worker,instagram,android,14982.99,0,0,7.7,0
6077,2024-03-13,Almaty,Taraz,3592,ecommerce_general,social_media,qr_kaspi,retired,google_ads,web,12947.07,0,0,,0
6078,2024-03-13,Aktobe,Karaganda,2317,ride_hailing,marketplace,qr_kaspi,retired,tiktok,web,9681.53,0,0,9.3,0
6079,2024-03-13,Taraz,Karaganda,4038,travel,offline_pos,wallet,entrepreneur,instagram,web,54727.96,0,0,,0
6080,2024-03-13,Karaganda,Astana,3516,ecommerce_general,offline_pos,cash,entrepreneur,google_ads,android,51792.45,0,0,,0
6081,2024-03-13,Oskemen,Karaganda,3312,ecommerce_general,marketplace,cash,salary_worker,google_ads,web,10626.44,0,0,5.9,0
6082,2024-03-13,Oskemen,Aktobe,3653,digital_services,mobile_app,card_kz,salary_worker,tiktok,web,14906.34,0,0,3.4,0
6083,2024-03-13,Karaganda,Astana,1188,grocery,online_store,qr_kaspi,salary_worker,tiktok,web,9916.74,0,0,5.3,0
6084,2024-03-13,Shymkent,Astana,3498,grocery,mobile_app,card_kz,salary_worker,tiktok,web,11746.27,0,0,5.8,0
6085,2024-03-13,Taraz,Kostanay,3177,healthcare_services,online_store,qr_kaspi,salary_worker,google_ads,web,20282.73,1,0,6.3,0
6086,2024-03-13,Shymkent,Karaganda,1139,education_services,online_store,wallet,entrepreneur,tiktok,ios,16683.0,0,0,9.9,0
6087,2024-03-13,Taraz,Pavlodar,2399,digital_services,offline_pos,card_intl,entrepreneur,google_ads,web,15218.92,0,0,,0
6088,2024-03-13,Pavlodar,Almaty,3583,digital_services,online_store,card_kz,entrepreneur,offline,ios,17336.01,0,0,2.1,0
6089,2024-03-13,Atyrau,Atyrau,2369,digital_services,marketplace,qr_kaspi,student,organic,android,7381.55,0,0,9.5,0
6090,2024-03-14,Pavlodar,Pavlodar,3851,ride_hailing,marketplace,qr_kaspi,entrepreneur,instagram,android,4361.0,0,0,22.3,0
6091,2024-03-14,Atyrau,Shymkent,4979,education_services,online_store,qr_kaspi,salary_worker,google_ads,web,28261.78,0,0,13.8,0
6092,2024-03-14,Shymkent,Shymkent,4805,electronics,offline_pos,cash,retired,organic,unknown,28527.76,0,0,,0
6093,2024-03-14,Aktobe,Kostanay,3665,ecommerce_general,offline_pos,cash,salary_worker,referral,ios,5400.93,0,0,,0
6094,2024-03-14,Oskemen,Oskemen,4766,electronics,social_media,qr_kaspi,salary_worker,instagram,unknown,14992.72,0,0,,0
6095,2024-03-14,Astana,Aktobe,4244,digital_services,online_store,qr_kaspi,student,organic,web,17133.27,0,0,10.0,0
6096,2024-03-14,Kostanay,Oskemen,2373,travel,offline_pos,card_kz,retired,referral,android,13341.76,0,0,,0
6097,2024-03-14,Almaty,Aktobe,4877,grocery,offline_pos,qr_kaspi,salary_worker,marketplace,android,4650.94,0,0,,0
6098,2024-03-14,Astana,Almaty,4524,retail_fashion,offline_pos,card_kz,salary_worker,referral,unknown,14052.56,0,0,,0
6099,2024-03-14,Karaganda,Oskemen,4716,ride_hailing,offline_pos,card_kz,student,instagram,ios,5305.87,0,0,,0
6100,2024-03-14,Shymkent,Aktobe,2317,electronics,online_store,card_intl,salary_worker,google_ads,android,18654.98,0,0,21.2,0
6101,2024-03-14,Kostanay,Kostanay,2001,healthcare_services,online_store,cash,salary_worker,organic,android,9585.9,0,0,3.1,0
6102,2024-03-14,Kostanay,Shymkent,4310,food_delivery,marketplace,qr_kaspi,salary_worker,tiktok,ios,12799.46,0,0,6.2,0
6103,2024-03-14,Shymkent,Kostanay,3680,electronics,online_store,qr_kaspi,entrepreneur,tiktok,web,41149.38,0,0,6.1,0
6104,2024-03-14,Kostanay,Kostanay,2657,grocery,marketplace,card_intl,entrepreneur,offline,android,7796.98,0,0,1.7,0
6105,2024-03-14,Astana,Oskemen,4202,healthcare_services,online_store,card_intl,salary_worker,tiktok,ios,19402.19,0,0,2.2,0
6106,2024-03-14,Shymkent,Atyrau,2291,food_delivery,online_store,qr_kaspi,entrepreneur,marketplace,ios,5845.85,0,0,3.5,0
6107,2024-03-14,Atyrau,Kostanay,1670,food_delivery,mobile_app,qr_kaspi,student,offline,ios,8433.39,0,0,17.7,0
6108,2024-03-14,Aktobe,Shymkent,3174,ride_hailing,offline_pos,card_kz,salary_worker,instagram,unknown,14699.67,0,0,,0
6109,2024-03-14,Taraz,Astana,3606,grocery,offline_pos,wallet,student,instagram,android,10823.7,0,0,,0
6110,2024-03-14,Kostanay,Karaganda,4972,retail_fashion,online_store,card_kz,salary_worker,referral,android,10792.62,0,0,7.9,0
6111,2024-03-14,Almaty,Shymkent,4180,electronics,marketplace,qr_kaspi,salary_worker,tiktok,web,6965.58,0,0,1.8,0
6112,2024-03-14,Almaty,Oskemen,1370,food_delivery,online_store,card_kz,retired,instagram,android,18925.22,0,0,6.7,0
6113,2024-03-14,Taraz,Aktobe,1693,travel,offline_pos,card_kz,student,instagram,web,31903.11,0,0,,0
6114,2024-03-14,Almaty,Astana,4081,digital_services,online_store,card_intl,salary_worker,instagram,android,12178.43,0,0,16.1,0
6115,2024-03-14,Oskemen,Shymkent,4213,grocery,online_store,cash,salary_worker,tiktok,web,3967.69,0,0,4.0,0
6116,2024-03-14,Aktobe,Aktobe,2474,healthcare_services,online_store,card_kz,student,offline,ios,30110.96,0,0,4.9,0
6117,2024-03-14,Karaganda,Pavlodar,4561,grocery,online_store,card_kz,entrepreneur,instagram,web,7789.86,0,0,5.2,0
6118,2024-03-14,Astana,Taraz,1306,healthcare_services,offline_pos,cash,entrepreneur,instagram,android,22332.72,0,0,,0
6119,2024-03-14,Oskemen,Pavlodar,2119,electronics,marketplace,card_kz,entrepreneur,google_ads,ios,43593.1,0,0,4.2,0
6120,2024-03-14,Taraz,Almaty,4134,retail_fashion,social_media,card_intl,retired,instagram,web,19216.03,0,0,,0
6121,2024-03-14,Almaty,Astana,3387,retail_fashion,social_media,card_kz,salary_worker,marketplace,ios,14123.14,0,0,,0
6122,2024-03-14,Atyrau,Atyrau,4746,retail_fashion,marketplace,card_kz,student,offline,ios,3725.51,0,0,8.8,0
6123,2024-03-14,Almaty,Atyrau,2592,food_delivery,offline_pos,card_kz,salary_worker,instagram,android,3304.56,0,0,5.9,0
6124,2024-03-14,Oskemen,Karaganda,3116,retail_fashion,social_media,qr_kaspi,salary_worker,instagram,web,15151.46,0,0,,0
6125,2024-03-14,Kostanay,Atyrau,3053,retail_fashion,online_store,cash,entrepreneur,instagram,ios,15220.02,0,0,5.5,0
6126,2024-03-14,Astana,Oskemen,4371,digital_services,marketplace,card_kz,salary_worker,referral,android,5965.24,0,1,12.0,0
6127,2024-03-14,Oskemen,Oskemen,4226,retail_fashion,online_store,cash,salary_worker,tiktok,web,9271.79,0,0,4.2,0
6128,2024-03-14,Shymkent,Karaganda,4456,ride_hailing,online_store,card_intl,unknown,google_ads,android,2784.01,0,0,6.3,0
6129,2024-03-14,Atyrau,Karaganda,4234,education_services,online_store,cash,salary_worker,marketplace,web,8111.43,0,0,11.4,0
6130,2024-03-14,Kostanay,Oskemen,1425,ecommerce_general,online_store,card_kz,salary_worker,organic,web,6711.26,0,0,6.7,0
6131,2024-03-14,Oskemen,Almaty,4709,electronics,online_store,wallet,entrepreneur,google_ads,web,12119.47,0,0,10.3,0
6132,2024-03-14,Aktobe,Karaganda,4241,retail_fashion,online_store,wallet,salary_worker,organic,web,25369.14,0,0,7.2,0
6133,2024-03-14,Pavlodar,Astana,2344,grocery,mobile_app,cash,entrepreneur,tiktok,web,7724.21,0,0,1.3,0
6134,2024-03-14,Atyrau,Karaganda,2995,ride_hailing,online_store,qr_kaspi,salary_worker,organic,ios,2282.95,0,0,11.4,0
6135,2024-03-14,Aktobe,Oskemen,1532,travel,social_media,qr_kaspi,entrepreneur,tiktok,android,10315.38,0,1,,0
6136,2024-03-14,Astana,Kostanay,3727,healthcare_services,online_store,qr_kaspi,salary_worker,instagram,web,15467.48,0,0,14.2,0
6137,2024-03-14,Aktobe,Kostanay,4928,ride_hailing,mobile_app,card_kz,salary_worker,instagram,ios,8308.79,0,1,2.1,0
6138,2024-03-14,Atyrau,Pavlodar,2946,education_services,social_media,qr_kaspi,student,instagram,web,12823.98,0,0,,0
6139,2024-03-14,Shymkent,Aktobe,2063,electronics,offline_pos,card_kz,salary_worker,google_ads,web,25706.58,0,0,,0
6140,2024-03-14,Astana,Atyrau,4909,food_delivery,offline_pos,cash,salary_worker,organic,ios,9704.59,0,0,4.7,0
6141,2024-03-14,Aktobe,Karaganda,3165,travel,marketplace,qr_kaspi,entrepreneur,google_ads,ios,48714.17,0,0,5.4,0
6142,2024-03-14,Oskemen,Pavlodar,2565,ride_hailing,marketplace,card_kz,retired,instagram,ios,6429.01,0,0,2.2,0
6143,2024-03-14,Oskemen,Shymkent,2569,ecommerce_general,social_media,card_intl,student,tiktok,ios,11888.82,0,0,,0
6144,2024-03-14,Taraz,Almaty,1844,education_services,online_store,card_kz,salary_worker,instagram,ios,6135.73,1,0,2.4,0
6145,2024-03-14,Aktobe,Kostanay,1245,healthcare_services,offline_pos,card_kz,salary_worker,google_ads,ios,22147.86,0,0,,0
6146,2024-03-14,Shymkent,Atyrau,3849,digital_services,offline_pos,qr_kaspi,retired,tiktok,android,5508.95,0,0,,0
6147,2024-03-14,Aktobe,Kostanay,3910,healthcare_services,offline_pos,qr_kaspi,salary_worker,google_ads,web,11870.8,0,0,,0
6148,2024-03-14,Astana,Karaganda,1410,ecommerce_general,offline_pos,qr_kaspi,salary_worker,google_ads,android,10827.13,0,0,,0
6149,2024-03-14,Almaty,Astana,4057,food_delivery,social_media,wallet,salary_worker,instagram,ios,11229.82,0,0,14.7,0
6150,2024-03-14,Karaganda,Kostanay,1428,food_delivery,mobile_app,wallet,student,referral,web,6715.24,0,0,14.7,0
6151,2024-03-14,Astana,Atyrau,2757,grocery,social_media,wallet,salary_worker,instagram,web,7486.71,0,1,,0
6152,2024-03-14,Astana,Taraz,4682,education_services,social_media,card_kz,entrepreneur,offline,android,6769.43,0,0,,0
6153,2024-03-14,Karaganda,Karaganda,3230,ride_hailing,online_store,wallet,unknown,tiktok,android,10743.74,0,0,6.4,0
6154,2024-03-14,Oskemen,Kostanay,2181,travel,social_media,card_kz,salary_worker,instagram,android,29962.06,1,0,,0
6155,2024-03-14,Shymkent,Shymkent,4345,electronics,online_store,qr_kaspi,entrepreneur,tiktok,unknown,45006.12,0,0,0.5,0
6156,2024-03-14,Oskemen,Taraz,2148,digital_services,online_store,qr_kaspi,student,instagram,web,4078.1,0,0,6.8,0
6157,2024-03-14,Astana,Oskemen,3751,ride_hailing,marketplace,card_kz,salary_worker,google_ads,android,4043.04,0,0,6.4,0
6158,2024-03-14,Oskemen,Atyrau,3838,grocery,offline_pos,qr_kaspi,student,referral,web,5163.77,0,0,,0
6159,2024-03-14,Almaty,Atyrau,3261,travel,offline_pos,card_kz,entrepreneur,instagram,ios,20371.79,0,0,,0
6160,2024-03-14,Pavlodar,Shymkent,4180,education_services,online_store,qr_kaspi,retired,instagram,web,14301.38,0,0,7.6,0
6161,2024-03-14,Karaganda,Oskemen,2583,ride_hailing,online_store,cash,retired,offline,web,4248.89,0,0,10.3,0
6162,2024-03-14,Shymkent,Atyrau,2472,ecommerce_general,offline_pos,qr_kaspi,entrepreneur,organic,ios,2685.15,0,0,,0
6163,2024-03-14,Aktobe,Kostanay,2908,digital_services,marketplace,qr_kaspi,salary_worker,tiktok,android,12632.33,0,1,3.4,0
6164,2024-03-15,Aktobe,Astana,3423,education_services,online_store,card_intl,retired,instagram,ios,14376.22,0,0,3.6,0
6165,2024-03-15,Astana,Almaty,1477,ride_hailing,marketplace,cash,salary_worker,google_ads,web,9088.36,0,0,4.9,0
6166,2024-03-15,Karaganda,Oskemen,1784,travel,offline_pos,card_kz,salary_worker,referral,ios,17781.2,0,0,,0
6167,2024-03-15,Astana,Atyrau,1993,education_services,offline_pos,qr_kaspi,salary_worker,google_ads,android,17005.96,0,0,,0
6168,2024-03-15,Pavlodar,Karaganda,2255,grocery,offline_pos,cash,salary_worker,tiktok,android,10896.53,1,0,,0
6169,2024-03-15,Taraz,Atyrau,2968,food_delivery,online_store,wallet,salary_worker,tiktok,android,9301.24,0,0,3.0,0
6170,2024-03-15,Atyrau,Atyrau,1126,food_delivery,marketplace,cash,entrepreneur,google_ads,web,1599.4,0,0,23.1,0
6171,2024-03-15,Aktobe,Shymkent,2885,retail_fashion,marketplace,wallet,student,google_ads,ios,23864.69,0,0,7.1,0
6172,2024-03-15,Atyrau,Pavlodar,3460,ride_hailing,online_store,card_kz,student,referral,android,6878.41,0,0,2.4,0
6173,2024-03-15,Shymkent,Kostanay,2072,education_services,social_media,wallet,entrepreneur,tiktok,android,6561.04,0,0,,0
6174,2024-03-15,Astana,Pavlodar,2420,retail_fashion,offline_pos,cash,entrepreneur,google_ads,android,8155.16,0,0,,0
6175,2024-03-15,Oskemen,Almaty,3556,ride_hailing,offline_pos,card_kz,salary_worker,instagram,android,11016.6,0,0,,0
6176,2024-03-15,Pavlodar,Kostanay,2527,education_services,online_store,cash,student,google_ads,ios,18631.56,0,1,4.9,0
6177,2024-03-15,Aktobe,Karaganda,3912,digital_services,online_store,qr_kaspi,entrepreneur,referral,ios,7322.78,0,0,6.8,0
6178,2024-03-15,Pavlodar,Kostanay,2411,ecommerce_general,marketplace,qr_kaspi,entrepreneur,google_ads,web,9569.58,0,0,6.2,0
6179,2024-03-15,Almaty,Shymkent,2017,ecommerce_general,mobile_app,cash,salary_worker,organic,ios,7787.96,0,0,6.9,0
6180,2024-03-15,Aktobe,Karaganda,4460,ecommerce_general,social_media,cash,entrepreneur,google_ads,ios,9817.67,0,0,,0
6181,2024-03-15,Shymkent,Kostanay,1612,retail_fashion,social_media,qr_kaspi,unknown,tiktok,unknown,7251.48,0,0,,0
6182,2024-03-15,Shymkent,Kostanay,2268,ecommerce_general,social_media,qr_kaspi,student,referral,ios,21952.45,0,0,,0
6183,2024-03-15,Oskemen,Almaty,2183,grocery,online_store,qr_kaspi,salary_worker,tiktok,ios,8193.82,0,0,1.2,0
6184,2024-03-15,Shymkent,Almaty,1069,ecommerce_general,marketplace,card_kz,student,offline,ios,20754.41,0,0,0.9,0
6185,2024-03-15,Pavlodar,Oskemen,1845,retail_fashion,online_store,qr_kaspi,salary_worker,instagram,android,22178.04,0,0,3.9,0
6186,2024-03-15,Karaganda,Kostanay,3416,ecommerce_general,online_store,cash,salary_worker,offline,android,10687.0,0,0,1.9,0
6187,2024-03-15,Astana,Pavlodar,2876,education_services,offline_pos,card_kz,unknown,instagram,android,19040.81,0,0,,0
6188,2024-03-15,Atyrau,Atyrau,4323,healthcare_services,marketplace,card_kz,salary_worker,organic,web,58520.77,0,0,1.2,0
6189,2024-03-15,Oskemen,Karaganda,3310,education_services,online_store,qr_kaspi,student,tiktok,web,13937.39,0,0,13.3,0
6190,2024-03-15,Oskemen,Kostanay,3032,ride_hailing,offline_pos,wallet,entrepreneur,marketplace,android,5964.38,0,0,,0
6191,2024-03-15,Atyrau,Almaty,4183,education_services,online_store,wallet,salary_worker,organic,ios,5017.76,0,1,6.7,0
6192,2024-03-15,Kostanay,Taraz,4232,digital_services,online_store,qr_kaspi,salary_worker,google_ads,android,18633.93,0,0,10.6,0
6193,2024-03-15,Shymkent,Kostanay,3162,ecommerce_general,marketplace,card_kz,student,tiktok,web,19760.94,0,0,1.8,0
6194,2024-03-15,Pavlodar,Almaty,1397,travel,marketplace,card_kz,salary_worker,instagram,android,7209.26,0,0,5.6,0
6195,2024-03-15,Kostanay,Almaty,2565,electronics,social_media,card_kz,salary_worker,google_ads,web,12418.31,0,0,,0
6196,2024-03-15,Pavlodar,Kostanay,1939,ride_hailing,marketplace,wallet,student,referral,web,4147.64,0,0,5.9,0
6197,2024-03-15,Karaganda,Almaty,2008,ecommerce_general,online_store,cash,entrepreneur,instagram,android,12684.6,0,0,9.7,0
6198,2024-03-15,Kostanay,Karaganda,4899,ecommerce_general,social_media,qr_kaspi,entrepreneur,instagram,ios,12841.28,0,0,,0
6199,2024-03-15,Atyrau,Atyrau,2517,ride_hailing,social_media,card_kz,entrepreneur,tiktok,android,4760.99,0,0,,0
6200,2024-03-15,Almaty,Pavlodar,3200,grocery,marketplace,qr_kaspi,salary_worker,google_ads,android,17559.23,0,0,8.7,0
6201,2024-03-15,Aktobe,Kostanay,3825,electronics,online_store,card_kz,salary_worker,marketplace,android,11421.41,0,0,6.9,0
6202,2024-03-15,Karaganda,Kostanay,3519,electronics,social_media,card_intl,salary_worker,instagram,web,14465.52,0,1,,0
6203,2024-03-15,Taraz,Aktobe,1746,electronics,offline_pos,card_kz,entrepreneur,instagram,ios,14951.16,0,0,,0
6204,2024-03-15,Oskemen,Aktobe,1208,food_delivery,social_media,qr_kaspi,salary_worker,referral,android,7265.67,0,0,8.6,0
6205,2024-03-15,Pavlodar,Atyrau,1018,grocery,offline_pos,qr_kaspi,salary_worker,offline,android,15169.41,0,0,,0
6206,2024-03-15,Oskemen,Shymkent,4148,food_delivery,marketplace,card_kz,entrepreneur,tiktok,web,16728.8,0,0,4.5,0
6207,2024-03-15,Oskemen,Aktobe,4566,education_services,marketplace,card_kz,entrepreneur,organic,ios,33250.96,0,0,15.5,0
6208,2024-03-15,Oskemen,Aktobe,2021,ride_hailing,offline_pos,qr_kaspi,entrepreneur,instagram,web,12306.48,0,0,,0
6209,2024-03-15,Karaganda,Aktobe,4220,ride_hailing,marketplace,card_kz,salary_worker,tiktok,ios,34809.08,0,0,7.6,0
6210,2024-03-15,Atyrau,Astana,4619,healthcare_services,online_store,card_kz,entrepreneur,instagram,ios,21385.0,0,0,3.8,0
6211,2024-03-15,Aktobe,Aktobe,2136,ecommerce_general,online_store,card_kz,entrepreneur,organic,android,25250.0,0,0,2.6,0
6212,2024-03-15,Kostanay,Almaty,4970,ecommerce_general,offline_pos,cash,salary_worker,tiktok,web,7975.05,1,0,,0
6213,2024-03-15,Pavlodar,Karaganda,4570,electronics,online_store,card_kz,salary_worker,google_ads,android,14405.29,1,0,11.8,0
6214,2024-03-15,Kostanay,Pavlodar,4219,ride_hailing,social_media,cash,student,tiktok,web,5051.68,0,0,,0
6215,2024-03-15,Pavlodar,Aktobe,3766,ecommerce_general,online_store,card_kz,student,organic,android,9792.03,0,0,3.1,0
6216,2024-03-15,Taraz,Taraz,4672,digital_services,online_store,qr_kaspi,salary_worker,google_ads,web,3754.69,0,0,16.0,0
6217,2024-03-15,Shymkent,Atyrau,3217,digital_services,online_store,qr_kaspi,student,instagram,web,21618.0,0,0,3.4,0
6218,2024-03-15,Astana,Aktobe,1262,digital_services,marketplace,card_kz,salary_worker,google_ads,ios,13359.99,0,0,15.9,0
6219,2024-03-15,Aktobe,Atyrau,1669,retail_fashion,offline_pos,qr_kaspi,salary_worker,instagram,web,15319.7,0,0,,0
6220,2024-03-15,Shymkent,Pavlodar,1442,electronics,offline_pos,wallet,salary_worker,referral,ios,10185.35,0,0,,0
6221,2024-03-15,Astana,Atyrau,1236,food_delivery,online_store,wallet,salary_worker,google_ads,unknown,6404.01,0,0,4.5,0
6222,2024-03-15,Almaty,Karaganda,4802,grocery,online_store,card_kz,student,tiktok,ios,2094.17,0,0,5.3,0
6223,2024-03-15,Aktobe,Karaganda,4692,ecommerce_general,social_media,qr_kaspi,salary_worker,organic,web,14862.98,0,0,,0
6224,2024-03-15,Almaty,Karaganda,3172,healthcare_services,online_store,card_kz,salary_worker,google_ads,web,29633.59,0,0,9.9,0
6225,2024-03-15,Atyrau,Aktobe,4400,electronics,marketplace,cash,salary_worker,tiktok,unknown,31399.66,0,0,19.4,0
6226,2024-03-15,Taraz,Almaty,3418,electronics,offline_pos,cash,salary_worker,instagram,android,18322.92,0,0,,0
6227,2024-03-15,Kostanay,Almaty,3084,grocery,online_store,cash,salary_worker,instagram,android,7151.94,0,0,9.9,0
6228,2024-03-15,Oskemen,Aktobe,2186,ride_hailing,online_store,card_kz,entrepreneur,tiktok,ios,6010.07,0,0,6.2,0
6229,2024-03-15,Atyrau,Kostanay,3047,ecommerce_general,marketplace,card_kz,retired,tiktok,web,36091.48,0,0,7.8,0
6230,2024-03-15,Almaty,Almaty,2898,electronics,online_store,qr_kaspi,salary_worker,marketplace,web,24860.81,0,0,4.8,0
6231,2024-03-15,Shymkent,Taraz,3148,food_delivery,online_store,cash,retired,referral,ios,13058.03,0,0,5.0,0
