transaction_id;date;region;city;merchant_id;merchant_category;channel;payment_method;customer_segment;acquisition_source;device_type;amount_kzt;;;;
6706;2024-03-21;Aktobe;Shymkent;1759;ecommerce_general;online_store;card_kz;salary_worker;tiktok;android;23680.75;;;;
6707;2024-03-21;Kostanay;Astana;4874;education_services;online_store;qr_kaspi;student;referral;android;16858.77;;;;
6708;2024-03-21;Kostanay;Pavlodar;4124;ride_hailing;mobile_app;wallet;salary_worker;instagram;android;7540.97;;;;
6709;2024-03-21;Shymkent;Pavlodar;3183;electronics;online_store;qr_kaspi;salary_worker;instagram;android;42911.69;;;;
6710;2024-03-21;Taraz;Shymkent;2476;food_delivery;online_store;wallet;salary_worker;organic;unknown;8249.48;;;;
6711;2024-03-21;Almaty;Kostanay;1788;electronics;offline_pos;qr_kaspi;salary_worker;instagram;ios;67074.18;;;;
6712;2024-03-21;Pavlodar;Shymkent;4666;ecommerce_general;offline_pos;card_kz;unknown;instagram;unknown;56934.59;;;;
6713;2024-03-21;Pavlodar;Aktobe;2264;retail_fashion;social_media;card_kz;salary_worker;marketplace;unknown;6600.61;;;;
6714;2024-03-21;Karaganda;Almaty;3528;ecommerce_general;mobile_app;card_kz;retired;tiktok;ios;5460.76;;;;
6715;2024-03-21;Karaganda;Atyrau;4652;electronics;marketplace;wallet;salary_worker;tiktok;android;21292.64;;;;
6716;2024-03-21;Astana;Atyrau;4750;food_delivery;social_media;cash;salary_worker;instagram;unknown;10834.27;;;;
6717;2024-03-21;Shymkent;Kostanay;1217;electronics;online_store;wallet;salary_worker;organic;android;26724.43;;;;
6718;2024-03-21;Atyrau;Aktobe;3778;grocery;online_store;qr_kaspi;student;instagram;android;5728.13;;;;
6719;2024-03-21;Shymkent;Taraz;3007;electronics;mobile_app;qr_kaspi;student;organic;ios;21623.87;;;;
6720;2024-03-21;Taraz;Astana;1781;ecommerce_general;social_media;qr_kaspi;student;instagram;web;9244.0;;;;
6721;2024-03-21;Aktobe;Taraz;1075;ecommerce_general;online_store;card_kz;salary_worker;google_ads;web;11965.2;;;;
6722;2024-03-21;Shymkent;Shymkent;3370;food_delivery;social_media;qr_kaspi;entrepreneur;tiktok;android;8034.63;;;;
6723;2024-03-21;Oskemen;Taraz;2779;food_delivery;social_media;qr_kaspi;student;referral;ios;7689.29;;;;
6724;2024-03-21;Aktobe;Taraz;3865;electronics;offline_pos;cash;student;offline;android;12956.8;;;;
6725;2024-03-21;Pavlodar;Taraz;4888;ecommerce_general;online_store;card_kz;student;instagram;android;4318.31;;;;
6726;2024-03-21;Aktobe;Atyrau;2479;travel;online_store;cash;unknown;organic;web;25526.61;;;;
6727;2024-03-21;Taraz;Astana;1360;food_delivery;online_store;cash;salary_worker;instagram;ios;13012.83;;;;
6728;2024-03-21;Kostanay;Shymkent;2219;food_delivery;mobile_app;card_kz;entrepreneur;offline;android;7423.45;;;;
6729;2024-03-21;Taraz;Shymkent;3636;digital_services;offline_pos;card_kz;student;tiktok;web;11571.28;;;;
6730;2024-03-21;Shymkent;Astana;2976;grocery;mobile_app;qr_kaspi;salary_worker;google_ads;android;11515.03;;;;
6731;2024-03-21;Taraz;Taraz;2241;retail_fashion;marketplace;qr_kaspi;salary_worker;instagram;android;19064.83;;;;
6732;2024-03-21;Astana;Astana;3724;digital_services;social_media;card_kz;salary_worker;organic;unknown;16263.3;;;;
6733;2024-03-21;Almaty;Atyrau;1477;education_services;online_store;qr_kaspi;salary_worker;organic;web;29983.02;;;;
6734;2024-03-21;Aktobe;Oskemen;1492;ecommerce_general;online_store;card_kz;retired;instagram;android;20844.78;;;;
6735;2024-03-21;Almaty;Aktobe;2015;travel;marketplace;card_kz;student;referral;web;21277.2;;;;
6736;2024-03-21;Pavlodar;Karaganda;4375;education_services;offline_pos;card_kz;entrepreneur;organic;unknown;29098.04;;;;
6737;2024-03-21;Kostanay;Kostanay;2344;education_services;social_media;card_kz;salary_worker;google_ads;ios;4651.9;;;;
6738;2024-03-21;Kostanay;Taraz;4277;ride_hailing;marketplace;card_kz;salary_worker;organic;android;11347.03;;;;
6739;2024-03-21;Karaganda;Almaty;1130;travel;online_store;card_kz;salary_worker;organic;android;21097.87;;;;
6740;2024-03-21;Karaganda;Almaty;3892;travel;marketplace;qr_kaspi;student;google_ads;android;26878.2;;;;
6741;2024-03-21;Aktobe;Atyrau;2093;food_delivery;offline_pos;card_kz;salary_worker;google_ads;android;3479.61;;;;
6742;2024-03-21;Kostanay;Karaganda;1686;healthcare_services;mobile_app;qr_kaspi;student;tiktok;web;36177.21;;;;
6743;2024-03-21;Astana;Taraz;4368;retail_fashion;offline_pos;card_kz;entrepreneur;tiktok;ios;8277.75;;;;
6744;2024-03-21;Karaganda;Shymkent;2176;food_delivery;online_store;qr_kaspi;student;marketplace;web;7460.91;;;;
6745;2024-03-21;Aktobe;Shymkent;1259;electronics;online_store;wallet;student;tiktok;web;58600.89;;;;
6746;2024-03-21;Karaganda;Kostanay;1092;travel;offline_pos;qr_kaspi;salary_worker;organic;web;38274.51;;;;
6747;2024-03-21;Astana;Atyrau;3403;travel;online_store;qr_kaspi;entrepreneur;google_ads;ios;7121.43;;;;
6748;2024-03-21;Almaty;Pavlodar;3017;retail_fashion;offline_pos;cash;student;instagram;android;6430.53;;;;
6749;2024-03-21;Pavlodar;Kostanay;1901;retail_fashion;social_media;qr_kaspi;salary_worker;referral;android;3574.01;;;;
6750;2024-03-21;Aktobe;Oskemen;1716;retail_fashion;marketplace;card_kz;student;tiktok;web;16571.6;;;;
6751;2024-03-21;Oskemen;Almaty;1509;food_delivery;mobile_app;card_kz;salary_worker;instagram;ios;4242.94;;;;
6752;2024-03-21;Pavlodar;Shymkent;2491;digital_services;online_store;card_kz;salary_worker;instagram;web;8323.3;;;;
6753;2024-03-21;Oskemen;Karaganda;2150;healthcare_services;social_media;qr_kaspi;unknown;marketplace;web;21186.33;;;;
6754;2024-03-21;Atyrau;Almaty;1208;electronics;online_store;card_intl;retired;organic;android;22327.07;;;;
6755;2024-03-21;Taraz;Kostanay;3739;retail_fashion;online_store;qr_kaspi;salary_worker;instagram;ios;38495.25;;;;
6756;2024-03-21;Shymkent;Karaganda;4642;food_delivery;offline_pos;card_kz;salary_worker;tiktok;web;14845.6;;;;
6757;2024-03-21;Aktobe;Shymkent;4285;grocery;mobile_app;cash;salary_worker;offline;web;22719.16;;;;
6758;2024-03-21;Shymkent;Atyrau;4240;food_delivery;online_store;qr_kaspi;salary_worker;tiktok;android;6055.44;;;;
6759;2024-03-21;Aktobe;Taraz;1176;electronics;offline_pos;qr_kaspi;student;instagram;web;18511.38;;;;
6760;2024-03-21;Shymkent;Astana;1786;ecommerce_general;online_store;card_kz;salary_worker;referral;web;5546.91;;;;
6761;2024-03-22;Almaty;Kostanay;4036;electronics;online_store;wallet;salary_worker;tiktok;android;19550.59;;;;
6762;2024-03-22;Almaty;Pavlodar;3839;ride_hailing;offline_pos;card_kz;salary_worker;instagram;ios;9493.74;;;;
6763;2024-03-22;Aktobe;Almaty;2958;travel;online_store;cash;salary_worker;tiktok;ios;24516.46;;;;
6764;2024-03-22;Kostanay;Kostanay;2714;ecommerce_general;online_store;wallet;entrepreneur;instagram;web;8125.99;;;;
6765;2024-03-22;Atyrau;Taraz;3999;electronics;online_store;qr_kaspi;entrepreneur;instagram;android;14660.07;;;;
6766;2024-03-22;Atyrau;Karaganda;4334;grocery;online_store;card_kz;student;organic;android;6388.81;;;;
6767;2024-03-22;Taraz;Karaganda;1341;education_services;online_store;wallet;salary_worker;tiktok;web;17833.42;;;;
6768;2024-03-22;Pavlodar;Astana;3342;retail_fashion;social_media;card_kz;retired;instagram;android;8345.37;;;;
6769;2024-03-22;Almaty;Karaganda;3747;ride_hailing;offline_pos;qr_kaspi;entrepreneur;tiktok;android;4157.82;;;;
6770;2024-03-22;Karaganda;Aktobe;1821;grocery;offline_pos;card_intl;salary_worker;organic;android;6085.32;;;;
6771;2024-03-22;Oskemen;Atyrau;1577;ride_hailing;offline_pos;qr_kaspi;entrepreneur;instagram;android;2257.03;;;;
6772;2024-03-22;Aktobe;Pavlodar;1441;grocery;online_store;wallet;salary_worker;tiktok;android;19913.92;;;;
6773;2024-03-22;Pavlodar;Almaty;2608;food_delivery;offline_pos;card_intl;student;instagram;web;5108.98;;;;
6774;2024-03-22;Karaganda;Oskemen;4687;travel;online_store;card_kz;salary_worker;organic;ios;33237.26;;;;
6775;2024-03-22;Shymkent;Karaganda;3303;ecommerce_general;offline_pos;qr_kaspi;entrepreneur;organic;web;5334.7;;;;
6776;2024-03-22;Almaty;Karaganda;3786;electronics;offline_pos;card_kz;unknown;google_ads;ios;16572.17;;;;
6777;2024-03-22;Karaganda;Shymkent;3304;grocery;marketplace;cash;salary_worker;instagram;ios;5466.46;;;;
6778;2024-03-22;Almaty;Almaty;3362;education_services;social_media;qr_kaspi;entrepreneur;tiktok;ios;23331.19;;;;
6779;2024-03-22;Kostanay;Oskemen;1922;travel;online_store;wallet;entrepreneur;instagram;android;21920.56;;;;
6780;2024-03-22;Oskemen;Astana;2931;retail_fashion;online_store;qr_kaspi;entrepreneur;tiktok;web;20991.61;;;;
6781;2024-03-22;Oskemen;Pavlodar;3494;ecommerce_general;online_store;card_intl;entrepreneur;instagram;ios;13929.44;;;;
6782;2024-03-22;Aktobe;Almaty;1785;travel;offline_pos;card_intl;salary_worker;referral;web;17819.45;;;;
6783;2024-03-22;Kostanay;Shymkent;3899;grocery;online_store;cash;student;instagram;web;13684.53;;;;
6784;2024-03-22;Almaty;Almaty;2104;ecommerce_general;online_store;qr_kaspi;student;referral;ios;9599.06;;;;
6785;2024-03-22;Pavlodar;Atyrau;2335;electronics;mobile_app;card_kz;salary_worker;tiktok;web;16084.87;;;;
6786;2024-03-22;Atyrau;Kostanay;4644;ride_hailing;offline_pos;card_kz;salary_worker;tiktok;ios;10037.51;;;;
6787;2024-03-22;Astana;Atyrau;2391;retail_fashion;marketplace;card_kz;salary_worker;organic;web;12164.32;;;;
6788;2024-03-22;Astana;Astana;1551;electronics;social_media;card_kz;entrepreneur;google_ads;android;8590.46;;;;
6789;2024-03-22;Taraz;Astana;4243;ecommerce_general;marketplace;card_kz;student;instagram;android;12888.04;;;;
6790;2024-03-22;Astana;Atyrau;2288;healthcare_services;online_store;card_kz;salary_worker;tiktok;web;46814.96;;;;
6791;2024-03-22;Almaty;Atyrau;2945;grocery;online_store;cash;entrepreneur;instagram;ios;8163.59;;;;
6792;2024-03-22;Almaty;Aktobe;3350;ride_hailing;online_store;card_intl;entrepreneur;tiktok;web;9290.77;;;;
6793;2024-03-22;Almaty;Karaganda;1624;digital_services;social_media;qr_kaspi;unknown;google_ads;android;6562.33;;;;
6794;2024-03-22;Oskemen;Almaty;2947;digital_services;online_store;card_kz;salary_worker;instagram;android;4568.47;;;;
6795;2024-03-22;Atyrau;Atyrau;3445;ecommerce_general;online_store;qr_kaspi;salary_worker;tiktok;ios;6955.37;;;;
6796;2024-03-22;Karaganda;Pavlodar;4562;digital_services;offline_pos;qr_kaspi;salary_worker;google_ads;web;16230.11;;;;
6797;2024-03-22;Almaty;Pavlodar;2484;ride_hailing;offline_pos;card_kz;unknown;referral;android;2670.98;;;;
6798;2024-03-22;Karaganda;Astana;1982;grocery;online_store;card_kz;salary_worker;organic;web;5495.29;;;;
6799;2024-03-22;Karaganda;Almaty;1643;grocery;social_media;wallet;salary_worker;google_ads;web;7537.27;;;;
6800;2024-03-22;Shymkent;Karaganda;4215;retail_fashion;offline_pos;card_kz;salary_worker;instagram;web;15355.03;;;;
6801;2024-03-22;Almaty;Pavlodar;3124;ride_hailing;offline_pos;wallet;salary_worker;tiktok;android;3017.49;;;;
6802;2024-03-22;Taraz;Almaty;1567;ecommerce_general;offline_pos;qr_kaspi;entrepreneur;instagram;android;21605.78;;;;
6803;2024-03-22;Oskemen;Almaty;3110;food_delivery;marketplace;card_kz;entrepreneur;tiktok;web;17004.39;;;;
6804;2024-03-22;Oskemen;Almaty;2015;digital_services;social_media;card_kz;salary_worker;organic;android;2488.49;;;;
6805;2024-03-22;Kostanay;Atyrau;3272;retail_fashion;social_media;qr_kaspi;student;organic;ios;19599.09;;;;
6806;2024-03-22;Aktobe;Pavlodar;1120;ecommerce_general;online_store;card_kz;student;tiktok;web;8444.34;;;;
6807;2024-03-22;Karaganda;Astana;2510;education_services;marketplace;card_intl;salary_worker;instagram;web;13897.52;;;;
6808;2024-03-22;Pavlodar;Karaganda;2372;ecommerce_general;social_media;qr_kaspi;salary_worker;organic;android;8558.32;;;;
6809;2024-03-22;Almaty;Kostanay;1490;retail_fashion;online_store;qr_kaspi;unknown;organic;ios;5548.68;;;;
6810;2024-03-22;Kostanay;Almaty;4185;food_delivery;mobile_app;card_kz;salary_worker;offline;ios;12963.77;;;;
6811;2024-03-22;Oskemen;Kostanay;1282;healthcare_services;marketplace;card_intl;student;organic;web;7564.31;;;;
6812;2024-03-22;Karaganda;Shymkent;2122;ride_hailing;online_store;card_kz;salary_worker;google_ads;android;11678.64;;;;
6813;2024-03-22;Taraz;Pavlodar;2395;retail_fashion;social_media;card_kz;entrepreneur;google_ads;web;8429.71;;;;
6814;2024-03-22;Shymkent;Shymkent;3717;retail_fashion;online_store;card_kz;salary_worker;marketplace;android;30343.57;;;;
6815;2024-03-22;Karaganda;Shymkent;3537;education_services;marketplace;card_kz;student;google_ads;ios;9665.73;;;;
6816;2024-03-22;Taraz;Taraz;3580;electronics;offline_pos;qr_kaspi;salary_worker;organic;android;8833.15;;;;
6817;2024-03-22;Kostanay;Oskemen;3323;ecommerce_general;online_store;qr_kaspi;salary_worker;offline;web;5712.99;;;;
6818;2024-03-22;Almaty;Karaganda;2489;healthcare_services;online_store;card_kz;salary_worker;marketplace;ios;33917.52;;;;
6819;2024-03-22;Almaty;Aktobe;3753;ecommerce_general;social_media;card_kz;student;organic;ios;6233.42;;;;
6820;2024-03-22;Oskemen;Aktobe;3571;ride_hailing;online_store;card_kz;entrepreneur;organic;android;9404.11;;;;
6821;2024-03-22;Astana;Aktobe;1973;healthcare_services;mobile_app;wallet;salary_worker;tiktok;android;8299.71;;;;
6822;2024-03-22;Almaty;Atyrau;1382;healthcare_services;online_store;qr_kaspi;salary_worker;referral;ios;24177.59;;;;
6823;2024-03-22;Almaty;Kostanay;2009;food_delivery;offline_pos;qr_kaspi;salary_worker;instagram;android;5830.98;;;;
6824;2024-03-22;Oskemen;Atyrau;3550;retail_fashion;social_media;qr_kaspi;salary_worker;organic;android;21840.79;;;;
6825;2024-03-22;Aktobe;Taraz;3367;ecommerce_general;online_store;qr_kaspi;unknown;tiktok;android;35576.75;;;;
6826;2024-03-22;Oskemen;Astana;4087;ride_hailing;social_media;qr_kaspi;salary_worker;referral;android;12861.8;;;;
6827;2024-03-22;Kostanay;Atyrau;4083;retail_fashion;social_media;wallet;salary_worker;instagram;ios;11456.38;;;;
6828;2024-03-22;Astana;Taraz;3160;digital_services;online_store;card_kz;student;tiktok;android;10733.78;;;;
6829;2024-03-22;Karaganda;Aktobe;3218;electronics;offline_pos;wallet;entrepreneur;tiktok;ios;24494.48;;;;
6830;2024-03-22;Kostanay;Pavlodar;4429;ecommerce_general;online_store;cash;salary_worker;organic;android;35684.89;;;;
6831;2024-03-22;Atyrau;Aktobe;3310;ecommerce_general;social_media;qr_kaspi;salary_worker;tiktok;unknown;7107.45;;;;
6832;2024-03-22;Shymkent;Karaganda;2711;education_services;offline_pos;card_kz;entrepreneur;referral;web;10344.82;;;;
6833;2024-03-22;Kostanay;Kostanay;3406;food_delivery;offline_pos;card_kz;salary_worker;tiktok;web;10487.49;;;;
6834;2024-03-22;Shymkent;Almaty;4493;grocery;online_store;wallet;retired;referral;web;8195.22;;;;
6835;2024-03-22;Kostanay;Almaty;4295;food_delivery;marketplace;card_kz;salary_worker;instagram;web;19178.18;;;;
6836;2024-03-22;Kostanay;Shymkent;3290;ecommerce_general;online_store;cash;salary_worker;google_ads;android;4489.54;;;;
6837;2024-03-22;Pavlodar;Taraz;1891;travel;offline_pos;qr_kaspi;student;tiktok;web;19035.16;;;;
6838;2024-03-22;Atyrau;Taraz;1080;retail_fashion;mobile_app;card_kz;entrepreneur;referral;web;14360.8;;;;
6839;2024-03-22;Taraz;Astana;3450;food_delivery;offline_pos;card_kz;salary_worker;google_ads;web;7485.95;;;;
6840;2024-03-22;Taraz;Almaty;1408;education_services;offline_pos;qr_kaspi;salary_worker;google_ads;ios;14589.73;;;;
6841;2024-03-23;Almaty;Aktobe;4519;travel;online_store;card_kz;salary_worker;instagram;web;33375.08;;;;
6842;2024-03-23;Almaty;Shymkent;3485;ride_hailing;social_media;card_kz;salary_worker;organic;android;9513.39;;;;
6843;2024-03-23;Karaganda;Atyrau;4766;grocery;offline_pos;wallet;salary_worker;referral;android;7281.83;;;;
6844;2024-03-23;Shymkent;Aktobe;2603;electronics;online_store;card_kz;salary_worker;instagram;web;22122.02;;;;
6845;2024-03-23;Shymkent;Almaty;4469;grocery;online_store;qr_kaspi;unknown;instagram;android;15145.56;;;;
6846;2024-03-23;Aktobe;Almaty;4405;education_services;mobile_app;qr_kaspi;retired;tiktok;android;10893.31;;;;
6847;2024-03-23;Almaty;Karaganda;4852;electronics;social_media;card_kz;retired;tiktok;android;54540.69;;;;
6848;2024-03-23;Aktobe;Kostanay;4184;ecommerce_general;online_store;qr_kaspi;entrepreneur;instagram;android;11301.26;;;;
6849;2024-03-23;Atyrau;Almaty;4780;ecommerce_general;marketplace;card_kz;entrepreneur;tiktok;android;8173.99;;;;
6850;2024-03-23;Karaganda;Atyrau;3609;education_services;marketplace;cash;entrepreneur;tiktok;unknown;7702.04;;;;
6851;2024-03-23;Almaty;Almaty;2095;retail_fashion;social_media;cash;salary_worker;instagram;android;9901.56;;;;
6852;2024-03-23;Karaganda;Shymkent;4331;food_delivery;social_media;qr_kaspi;student;tiktok;ios;9772.24;;;;
6853;2024-03-23;Taraz;Aktobe;4063;travel;marketplace;cash;retired;tiktok;ios;8969.15;;;;
6854;2024-03-23;Astana;Kostanay;1340;education_services;offline_pos;card_kz;salary_worker;tiktok;web;10933.73;;;;
6855;2024-03-23;Kostanay;Atyrau;2255;food_delivery;online_store;card_kz;retired;organic;android;4278.44;;;;
6856;2024-03-23;Almaty;Kostanay;1597;food_delivery;online_store;cash;salary_worker;tiktok;ios;3370.97;;;;
6857;2024-03-23;Taraz;Atyrau;1969;healthcare_services;online_store;card_kz;entrepreneur;marketplace;android;8547.7;;;;
6858;2024-03-23;Shymkent;Taraz;1915;ecommerce_general;social_media;card_kz;retired;instagram;ios;14679.16;;;;
6859;2024-03-23;Astana;Astana;4363;grocery;mobile_app;cash;salary_worker;instagram;android;17928.71;;;;
6860;2024-03-23;Almaty;Karaganda;4218;retail_fashion;social_media;qr_kaspi;salary_worker;instagram;ios;8018.19;;;;
6861;2024-03-23;Aktobe;Kostanay;3196;retail_fashion;online_store;wallet;salary_worker;marketplace;web;29112.35;;;;
6862;2024-03-23;Almaty;Almaty;2847;retail_fashion;offline_pos;cash;student;tiktok;ios;22438.88;;;;
6863;2024-03-23;Taraz;Aktobe;3054;ecommerce_general;online_store;card_kz;salary_worker;instagram;android;4046.23;;;;
6864;2024-03-23;Pavlodar;Aktobe;3674;grocery;online_store;card_kz;salary_worker;instagram;ios;2469.19;;;;
6865;2024-03-23;Pavlodar;Karaganda;2579;healthcare_services;online_store;card_kz;entrepreneur;instagram;android;19864.89;;;;
6866;2024-03-23;Astana;Oskemen;4630;grocery;mobile_app;card_kz;student;marketplace;web;5198.36;;;;
6867;2024-03-23;Oskemen;Almaty;3165;electronics;social_media;card_kz;entrepreneur;organic;web;21975.67;;;;
6868;2024-03-23;Pavlodar;Atyrau;4697;food_delivery;marketplace;qr_kaspi;entrepreneur;tiktok;ios;1245.84;;;;
6869;2024-03-23;Kostanay;Karaganda;1674;grocery;offline_pos;wallet;student;organic;android;7041.87;;;;
6870;2024-03-23;Shymkent;Oskemen;4310;grocery;marketplace;qr_kaspi;salary_worker;tiktok;ios;9201.21;;;;
6871;2024-03-23;Almaty;Astana;2585;electronics;social_media;wallet;retired;offline;web;29856.21;;;;
6872;2024-03-23;Aktobe;Pavlodar;4494;ecommerce_general;offline_pos;card_kz;salary_worker;organic;ios;15558.45;;;;
6873;2024-03-23;Shymkent;Almaty;2582;healthcare_services;offline_pos;card_kz;salary_worker;tiktok;android;11703.57;;;;
6874;2024-03-23;Pavlodar;Atyrau;1711;digital_services;offline_pos;wallet;salary_worker;google_ads;ios;9252.08;;;;
6875;2024-03-23;Karaganda;Astana;1888;grocery;online_store;qr_kaspi;salary_worker;organic;android;12908.73;;;;
6876;2024-03-23;Taraz;Taraz;1980;retail_fashion;marketplace;cash;student;organic;android;26521.45;;;;
6877;2024-03-23;Oskemen;Oskemen;2581;electronics;mobile_app;card_kz;salary_worker;tiktok;web;37323.83;;;;
6878;2024-03-23;Astana;Aktobe;4496;education_services;offline_pos;card_kz;student;instagram;android;12982.36;;;;
6879;2024-03-23;Kostanay;Kostanay;3230;ecommerce_general;marketplace;card_kz;salary_worker;instagram;unknown;12936.97;;;;
6880;2024-03-23;Pavlodar;Pavlodar;4345;grocery;social_media;cash;salary_worker;tiktok;web;1883.64;;;;
6881;2024-03-23;Pavlodar;Karaganda;4061;food_delivery;social_media;qr_kaspi;student;referral;android;5964.85;;;;
6882;2024-03-23;Pavlodar;Shymkent;2585;retail_fashion;offline_pos;card_kz;student;google_ads;ios;15083.96;;;;
6883;2024-03-23;Kostanay;Kostanay;1485;grocery;online_store;qr_kaspi;retired;offline;web;5716.41;;;;
6884;2024-03-23;Aktobe;Astana;1742;healthcare_services;online_store;wallet;salary_worker;google_ads;web;40646.93;;;;
6885;2024-03-23;Shymkent;Taraz;3534;retail_fashion;online_store;card_kz;entrepreneur;instagram;android;27785.03;;;;
6886;2024-03-23;Almaty;Oskemen;2394;grocery;offline_pos;wallet;retired;tiktok;web;12265.88;;;;
6887;2024-03-23;Pavlodar;Kostanay;2192;digital_services;offline_pos;wallet;salary_worker;google_ads;android;14707.58;;;;
6888;2024-03-23;Aktobe;Atyrau;1871;grocery;mobile_app;qr_kaspi;salary_worker;instagram;ios;19374.64;;;;
6889;2024-03-23;Karaganda;Aktobe;2734;grocery;mobile_app;card_kz;salary_worker;tiktok;ios;8239.25;;;;
6890;2024-03-23;Astana;Almaty;1392;grocery;mobile_app;qr_kaspi;salary_worker;tiktok;android;10146.02;;;;
6891;2024-03-23;Almaty;Aktobe;3356;electronics;offline_pos;wallet;salary_worker;tiktok;android;9084.12;;;;
6892;2024-03-23;Pavlodar;Kostanay;4771;ecommerce_general;online_store;qr_kaspi;student;instagram;web;11191.34;;;;
6893;2024-03-23;Shymkent;Kostanay;2392;healthcare_services;online_store;cash;salary_worker;google_ads;ios;14285.93;;;;
6894;2024-03-23;Kostanay;Kostanay;4251;ride_hailing;offline_pos;qr_kaspi;student;referral;android;13177.65;;;;
6895;2024-03-23;Astana;Karaganda;1262;electronics;offline_pos;card_kz;unknown;tiktok;android;12377.34;;;;
6896;2024-03-23;Pavlodar;Taraz;4052;retail_fashion;marketplace;qr_kaspi;salary_worker;organic;web;11040.83;;;;
6897;2024-03-23;Oskemen;Almaty;3133;ride_hailing;social_media;card_kz;salary_worker;instagram;unknown;4982.86;;;;
6898;2024-03-23;Aktobe;Oskemen;1064;education_services;online_store;qr_kaspi;retired;referral;android;25183.99;;;;
6899;2024-03-23;Taraz;Pavlodar;2869;education_services;mobile_app;card_kz;salary_worker;instagram;web;24551.12;;;;
6900;2024-03-23;Atyrau;Karaganda;3929;ride_hailing;offline_pos;card_kz;retired;instagram;web;5268.63;;;;
6901;2024-03-23;Atyrau;Taraz;3471;education_services;offline_pos;qr_kaspi;salary_worker;google_ads;web;85338.47;;;;
6902;2024-03-23;Taraz;Karaganda;2083;travel;offline_pos;qr_kaspi;salary_worker;referral;web;25543.28;;;;
6903;2024-03-23;Shymkent;Kostanay;4683;food_delivery;offline_pos;card_kz;student;instagram;web;17866.63;;;;
6904;2024-03-23;Pavlodar;Pavlodar;3090;ecommerce_general;marketplace;card_kz;entrepreneur;organic;android;13060.27;;;;
6905;2024-03-23;Astana;Karaganda;4769;electronics;marketplace;qr_kaspi;retired;offline;android;17660.68;;;;
6906;2024-03-23;Oskemen;Taraz;2463;retail_fashion;offline_pos;qr_kaspi;retired;instagram;ios;19636.43;;;;
6907;2024-03-23;Oskemen;Almaty;3191;healthcare_services;offline_pos;cash;entrepreneur;instagram;android;33907.02;;;;
6908;2024-03-23;Astana;Atyrau;1696;food_delivery;offline_pos;card_kz;salary_worker;organic;unknown;6393.63;;;;
6909;2024-03-23;Pavlodar;Aktobe;4096;electronics;online_store;cash;entrepreneur;tiktok;web;26794.06;;;;
6910;2024-03-23;Karaganda;Almaty;4182;electronics;online_store;wallet;salary_worker;google_ads;android;24445.47;;;;
6911;2024-03-23;Karaganda;Astana;2395;digital_services;social_media;qr_kaspi;student;organic;web;8479.3;;;;
6912;2024-03-23;Pavlodar;Aktobe;3757;ecommerce_general;mobile_app;qr_kaspi;entrepreneur;tiktok;ios;7722.33;;;;
6913;2024-03-23;Karaganda;Taraz;1036;ecommerce_general;social_media;cash;salary_worker;google_ads;ios;10992.13;;;;
6914;2024-03-23;Karaganda;Shymkent;3322;grocery;offline_pos;wallet;student;tiktok;ios;5025.86;;;;
6915;2024-03-23;Pavlodar;Shymkent;1259;education_services;online_store;qr_kaspi;student;referral;android;10952.28;;;;
6916;2024-03-23;Karaganda;Taraz;1146;travel;online_store;qr_kaspi;salary_worker;instagram;ios;64602.35;;;;
6917;2024-03-23;Pavlodar;Atyrau;3450;travel;online_store;card_kz;entrepreneur;google_ads;ios;18098.46;;;;
6918;2024-03-23;Taraz;Karaganda;1007;travel;online_store;card_kz;student;google_ads;ios;20083.66;;;;
6919;2024-03-23;Atyrau;Oskemen;4411;digital_services;offline_pos;card_kz;entrepreneur;offline;ios;14532.95;;;;
6920;2024-03-23;Karaganda;Oskemen;4121;education_services;social_media;card_kz;salary_worker;organic;web;34877.87;;;;
6921;2024-03-24;Atyrau;Aktobe;1304;ecommerce_general;mobile_app;qr_kaspi;salary_worker;instagram;ios;26028.86;;;;
6922;2024-03-24;Almaty;Aktobe;4399;ride_hailing;offline_pos;card_kz;entrepreneur;google_ads;android;8370.14;;;;
6923;2024-03-24;Pavlodar;Aktobe;4610;food_delivery;social_media;wallet;entrepreneur;tiktok;android;3803.65;;;;
6924;2024-03-24;Taraz;Shymkent;3580;ecommerce_general;online_store;qr_kaspi;unknown;organic;android;9697.99;;;;
6925;2024-03-24;Kostanay;Pavlodar;4122;digital_services;online_store;qr_kaspi;salary_worker;google_ads;web;32534.06;;;;
6926;2024-03-24;Karaganda;Atyrau;2993;food_delivery;marketplace;card_kz;salary_worker;organic;ios;9219.33;;;;
6927;2024-03-24;Oskemen;Atyrau;2318;grocery;online_store;qr_kaspi;entrepreneur;organic;ios;17905.37;;;;
6928;2024-03-24;Oskemen;Pavlodar;1846;ecommerce_general;offline_pos;card_kz;student;instagram;android;8334.79;;;;
6929;2024-03-24;Aktobe;Taraz;3778;ecommerce_general;offline_pos;cash;student;google_ads;web;11765.07;;;;
6930;2024-03-24;Kostanay;Karaganda;2765;ride_hailing;online_store;cash;salary_worker;instagram;android;3458.66;;;;
6931;2024-03-24;Aktobe;Atyrau;3305;retail_fashion;marketplace;cash;salary_worker;google_ads;android;4998.96;;;;
6932;2024-03-24;Astana;Aktobe;4179;education_services;online_store;card_kz;student;marketplace;android;16347.33;;;;
6933;2024-03-24;Shymkent;Aktobe;2406;retail_fashion;offline_pos;card_kz;student;instagram;web;12545.45;;;;
